state-city,start_zipcode,end_zipcode
NY-Cherry Creek,14723,14723
NY-Cherry Plain,12040,12040
NY-Cherry Valley,13320,13320
NY-Chester,10918,10918
NY-Chestertown,12817,12817
NY-Chichester,12416,12416
NY-Childwold,12922,12922
NY-Chippewa Bay,13623,13623
NY-Chittenango,13037,13037
NY-Churchville,14428,14428
NY-Churubusco,12923,12923
NY-Cicero,13039,13039
NY-Cincinnatus,13040,13040
NY-Circleville,10919,10919
NY-Clarence,14031,14031
NY-Clarence Center,14032,14032
NY-Clarendon,14429,14429
NY-Clark Mills,13321,13321
NY-Clarkson,14430,14430
NY-Clarksville,12041,12041
NY-Claryville,12725,12725
NY-Claverack,12513,12513
NY-Clay,13041,13041
NY-Clayton,13624,13624
NY-Clayville,13322,13322
NY-Clemons,12819,12819
NY-Cleveland,13042,13042
NY-Cleverdale,12820,12820
NY-Clifton Park,12065,12065
NY-Clifton Springs,14432,14432
NY-Climax,12042,12042
NY-Clinton,13323,13323
NY-Clinton Corners,12514,12514
NY-Clintondale,12515,12515
NY-Clockville,13043,13043
NY-Clyde,14433,14433
NY-Clymer,14724,14724
NY-Cobleskill,12043,12043
NY-Cochecton,12726,12726
NY-Cochecton Center,12727,12727
NY-Coeymans,12045,12045
NY-Coeymans Hollow,12046,12046
NY-Cohocton,14826,14826
NY-Cohoes,12047,12047
NY-Cold Brook,13324,13324
NY-Cold Spring,10516,10516
NY-Cold Spring Harbor,11724,11724
NY-Colden,14033,14033
NY-College Point,11356,11356
NY-Colliersville,13747,13747
NY-Collins,14034,14034
NY-Collins Center,14035,14035
NY-Colton,13625,13625
NY-Columbiaville,12050,12050
NY-Commack,11725,11725
NY-Comstock,12821,12821
NY-Conesus,14435,14435
NY-Conewango Valley,14726,14726
NY-Congers,10920,10920
NY-Conklin,13748,13748
NY-Connelly,12417,12417
NY-Constable,12926,12926
NY-Constableville,13325,13325
NY-Constantia,13044,13044
NY-Coopers Plains,14827,14827
NY-Cooperstown,13326,13326
NY-Copake,12516,12516
NY-Copake Falls,12517,12517
NY-Copenhagen,13626,13626
NY-Copiague,11726,11726
NY-Coram,11727,11727
NY-Corbettsville,13749,13749
NY-Corfu,14036,14036
NY-Corinth,12822,12822
NY-Corning,14830,14831
NY-Cornwall,12518,12518
NY-Cornwall On Hudson,12520,12520
NY-Cornwallville,12418,12418
NY-Corona,11368,11368
NY-Cortland,13045,13045
NY-Cortlandt Manor,10567,10567
NY-Cossayuna,12823,12823
NY-Cottekill,12419,12419
NY-Cowlesville,14037,14037
NY-Coxsackie,12051,12051
NY-Cragsmoor,12420,12420
NY-Cranberry Lake,12927,12927
NY-Craryville,12521,12521
NY-Crittenden,14038,14038
NY-Croghan,13327,13327
NY-Crompond,10517,10517
NY-Cropseyville,12052,12052
NY-Cross River,10518,10518
NY-Croton Falls,10519,10519
NY-Croton On Hudson,10520,10521
NY-Crown Point,12928,12928
NY-Cuba,14727,14727
NY-Cuddebackville,12729,12729
NY-Cutchogue,11935,11935
NY-Dale,14039,14039
NY-Dalton,14836,14836
NY-Dannemora,12929,12929
NY-Dansville,14437,14437
NY-Darien Center,14040,14040
NY-Davenport,13750,13750
NY-Davenport Center,13751,13751
NY-Dayton,14041,14041
NY-De Kalb Junction,13630,13630
NY-De Peyster,13633,13633
NY-De Ruyter,13052,13052
NY-Deansboro,13328,13328
NY-Deer Park,11729,11729
NY-Deer River,13627,13627
NY-Deferiet,13628,13628
NY-Delancey,13752,13752
NY-Delanson,12053,12053
NY-Delevan,14042,14042
NY-Delhi,13753,13753
NY-Delmar,12054,12054
NY-Delphi Falls,13051,13051
NY-Denmark,13631,13631
NY-Denver,12421,12421
NY-Depauville,13632,13632
NY-Depew,14043,14043
NY-Deposit,13754,13754
NY-Derby,14047,14047
NY-Dewittville,14728,14728
NY-Dexter,13634,13634
NY-Diamond Point,12824,12824
NY-Dickinson Center,12930,12930
NY-Dobbs Ferry,10522,10522
NY-Dolgeville,13329,13329
NY-Dormansville,12055,12055
NY-Dover Plains,12522,12522
NY-Downsville,13755,13755
NY-Dresden,14441,14441
NY-Dryden,13053,13053
NY-Duanesburg,12056,12056
NY-Dundee,14837,14837
NY-Dunkirk,14048,14048
NY-Durham,12422,12422
NY-Durhamville,13054,13054
NY-Eagle Bay,13331,13331
NY-Eagle Bridge,12057,12057
NY-Earlton,12058,12058
NY-Earlville,13332,13332
NY-East Amherst,14051,14051
NY-East Aurora,14052,14052
NY-East Berne,12059,12059
NY-East Bethany,14054,14054
NY-East Bloomfield,14443,14443
NY-East Branch,13756,13756
NY-East Chatham,12060,12060
NY-East Concord,14055,14055
NY-East Durham,12423,12423
NY-East Elmhurst,11369,11370
NY-East Greenbush,12061,12061
NY-East Hampton,11937,11937
NY-East Homer,13056,13056
NY-East Islip,11730,11730
NY-East Jewett,12424,12424
NY-East Marion,11939,11939
NY-East Meadow,11554,11554
NY-East Meredith,13757,13757
NY-East Moriches,11940,11940
NY-East Nassau,12062,12062
NY-East Northport,11731,11731
NY-East Norwich,11732,11732
NY-East Otto,14729,14729
NY-East Pembroke,14056,14056
NY-East Pharsalia,13758,13758
NY-East Quogue,11942,11942
NY-East Randolph,14730,14730
NY-East Rochester,14445,14445
NY-East Rockaway,11518,11518
NY-East Schodack,12063,12063
NY-East Setauket,11733,11733
NY-East Springfield,13333,13333
NY-East Syracuse,13057,13057
NY-East Williamson,14449,14449
NY-East Worcester,12064,12064
NY-Eastchester,10709,10709
NY-Eastport,11941,11941
NY-Eaton,13334,13334
NY-Eden,14057,14057
NY-Edmeston,13335,13335
NY-Edwards,13635,13635
NY-Elba,14058,14058
NY-Elbridge,13060,13060
NY-Eldred,12732,12732
NY-Elizabethtown,12932,12932
NY-Elizaville,12523,12523
NY-Elka Park,12427,12427
NY-Ellenburg,12933,12933
NY-Ellenburg Center,12934,12934
NY-Ellenburg Depot,12935,12935
NY-Ellenville,12428,12428
NY-Ellicottville,14731,14731
NY-Ellington,14732,14732
NY-Ellisburg,13636,13636
NY-Elma,14059,14059
NY-Elmhurst,11373,11380
NY-Elmira,14901,14905
NY-Elmont,11003,11003
NY-Elmsford,10523,10523
NY-Endicott,13760,13763
NY-Endwell,13762,13762
NY-Erieville,13061,13061
NY-Erin,14838,14838
NY-Esopus,12429,12429
NY-Esperance,12066,12066
NY-Essex,12936,12936
NY-Etna,13062,13062
NY-Evans Mills,13637,13637
NY-Fabius,13063,13063
NY-Fair Haven,13064,13064
NY-Fairport,14450,14450
NY-Falconer,14733,14733
NY-Fallsburg,12733,12733
NY-Fancher,14452,14452
NY-Far Rockaway,11690,11695
NY-Farmersville Station,14060,14060
NY-Farmingdale,11735,11737
NY-Farmington,14425,14425
NY-Farmingville,11738,11738
NY-Farnham,14061,14061
NY-Fayette,13065,13065
NY-Fayetteville,13066,13066
NY-Felts Mills,13638,13638
NY-Ferndale,12734,12734
NY-Feura Bush,12067,12067
NY-Fillmore,14735,14735
NY-Findley Lake,14736,14736
NY-Fine,13639,13639
NY-Fishers,14453,14453
NY-Fishers Island,06390,06390
NY-Fishers Landing,13641,13641
NY-Fishkill,12524,12524
NY-Fishs Eddy,13774,13774
NY-Fleischmanns,12430,12430
NY-Floral Park,11001,11005
NY-Florida,10921,10921
NY-Flushing,11351,11381
NY-Fly Creek,13337,13337
NY-Fonda,12068,12068
NY-Forest Hills,11375,11375
NY-Forestburgh,12777,12777
NY-Forestport,13338,13338
NY-Forestville,14062,14062
NY-Fort Ann,12827,12827
NY-Fort Covington,12937,12937
NY-Fort Drum,13602,13602
NY-Fort Edward,12828,12828
NY-Fort Hunter,12069,12069
NY-Fort Johnson,12070,12070
NY-Fort Montgomery,10922,10922
NY-Fort Plain,13339,13339
NY-Frankfort,13340,13340
NY-Franklin,13775,13775
NY-Franklin Springs,13341,13341
NY-Franklin Square,11010,11010
NY-Franklinville,14737,14737
NY-Fredonia,14063,14063
NY-Freedom,14065,14065
NY-Freehold,12431,12431
NY-Freeport,11520,11520
NY-Freeville,13068,13068
NY-Fremont Center,12736,12736
NY-Fresh Meadows,11365,11366
NY-Frewsburg,14738,14738
NY-Friendship,14739,14739
NY-Fulton,13069,13069
NY-Fultonham,12071,12071
NY-Fultonville,12072,12072
NY-Gabriels,12939,12939
NY-Gainesville,14066,14066
NY-Gallupville,12073,12073
NY-Galway,12074,12074
NY-Gansevoort,12831,12831
NY-Garden City,11530,11599
NY-Gardiner,12525,12525
NY-Garnerville,10923,10923
NY-Garrattsville,13342,13342
NY-Garrison,10524,10524
NY-Gasport,14067,14067
NY-Geneseo,14454,14454
NY-Geneva,14456,14456
NY-Genoa,13071,13071
NY-Georgetown,13072,13072
NY-Germantown,12526,12526
NY-Gerry,14740,14740
NY-Getzville,14068,14068
NY-Ghent,12075,12075
NY-Gilbertsville,13776,13776
NY-Gilboa,12076,12076
NY-Glasco,12432,12432
NY-Glen Aubrey,13777,13777
NY-Glen Cove,11542,11542
NY-Glen Head,11545,11545
NY-Glen Oaks,11004,11004
NY-Glen Spey,12737,12737
NY-Glen Wild,12738,12738
NY-Glenfield,13343,13343
NY-Glenford,12433,12433
NY-Glenham,12527,12527
NY-Glenmont,12077,12077
NY-Glens Falls,12801,12801
NY-Glenwood,14069,14069
NY-Glenwood Landing,11547,11547
NY-Gloversville,12078,12078
NY-Goldens Bridge,10526,10526
NY-Gorham,14461,14461
NY-Goshen,10924,10924
NY-Gouverneur,13642,13642
NY-Gowanda,14070,14070
NY-Grafton,12082,12082
NY-Grahamsville,12740,12740
NY-Grand Gorge,12434,12434
NY-Grand Island,14072,14072
NY-Granite Springs,10527,10527
NY-Granville,12832,12832
NY-Great Bend,13643,13643
NY-Great Neck,11020,11027
NY-Great River,11739,11739
NY-Great Valley,14741,14741
NY-Greene,13778,13778
NY-Greenfield Center,12833,12833
NY-Greenfield Park,12435,12435
NY-Greenhurst,14742,14742
NY-Greenlawn,11740,11740
NY-Greenport,11944,11944
NY-Greenvale,11548,11548
NY-Greenville,12083,12083
NY-Greenwich,12834,12834
NY-Greenwood,14839,14839
NY-Greenwood Lake,10925,10925
NY-Greig,13345,13345
NY-Groton,13073,13073
NY-Groveland,14462,14462
NY-Guilderland,12084,12084
NY-Guilderland Center,12085,12085
NY-Guilford,13780,13780
NY-Hadley,12835,12835
NY-Hagaman,12086,12086
NY-Hague,12836,12836
NY-Hailesboro,13645,13645
NY-Haines Falls,12436,12436
NY-Halcottsville,12438,12438
NY-Hall,14463,14463
NY-Hamburg,14075,14075
NY-Hamden,13782,13782
NY-Hamilton,13346,13346
NY-Hamlin,14464,14464
NY-Hammond,13646,13646
NY-Hammondsport,14840,14840
NY-Hampton,12837,12837
NY-Hampton Bays,11946,11946
NY-Hancock,13783,13783
NY-Hankins,12741,12741
NY-Hannacroix,12087,12087
NY-Hannawa Falls,13647,13647
NY-Hannibal,13074,13074
NY-Harford,13784,13784
NY-Harpersfield,13786,13786
NY-Harpursville,13787,13787
NY-Harriman,10926,10926
NY-Harris,12742,12742
NY-Harrison,10528,10528
NY-Harrisville,13648,13648
NY-Hartford,12838,12838
NY-Hartsdale,10530,10530
NY-Hartwick,13348,13348
NY-Hastings,13076,13076
NY-Hastings On Hudson,10706,10706
NY-Hauppauge,11788,11788
NY-Haverstraw,10927,10927
NY-Hawthorne,10532,10532
NY-Hector,14841,14841
NY-Helena,13649,13649
NY-Hemlock,14466,14466
NY-Hempstead,11549,11551
NY-Henderson,13650,13650
NY-Henderson Harbor,13651,13651
NY-Henrietta,14467,14467
NY-Hensonville,12439,12439
NY-Herkimer,13350,13350
NY-Hermon,13652,13652
NY-Heuvelton,13654,13654
NY-Hewlett,11557,11557
NY-Hicksville,11801,11819
NY-High Falls,12440,12440
NY-Highland,12528,12528
NY-Highland Falls,10928,10928
NY-Highland Lake,12743,12743
NY-Highland Mills,10930,10930
NY-Highmount,12441,12441
NY-Hillburn,10931,10931
NY-Hillsdale,12529,12529
NY-Hilton,14468,14468
NY-Himrod,14842,14842
NY-Hinckley,13352,13352
NY-Hinsdale,14743,14743
NY-Hobart,13788,13788
NY-Hoffmeister,13353,13353
NY-Hogansburg,13655,13655
NY-Holbrook,11741,11741
NY-Holland,14080,14080
NY-Holland Patent,13354,13354
NY-Holley,14470,14470
NY-Hollis,11423,11423
NY-Hollowville,12530,12530
NY-Holmes,12531,12531
NY-Holtsville,00501,11742
NY-Homer,13077,13077
NY-Honeoye,14471,14471
NY-Honeoye Falls,14472,14472
NY-Hoosick,12089,12089
NY-Hoosick Falls,12090,12090
NY-Hopewell Junction,12533,12533
NY-Hornell,14843,14843
NY-Horseheads,14845,14845
NY-Hortonville,12745,12745
NY-Houghton,14744,14744
NY-Howard Beach,11414,11414
NY-Howells,10932,10932
NY-Howes Cave,12092,12092
NY-Hubbardsville,13355,13355
NY-Hudson,12534,12534
NY-Hudson Falls,12839,12839
NY-Hughsonville,12537,12537
NY-Huguenot,12746,12746
NY-Huletts Landing,12841,12841
NY-Hume,14745,14745
NY-Hunt,14846,14846
NY-Hunter,12442,12442
NY-Huntington,11743,11743
NY-Huntington Station,11746,11746
NY-Hurley,12443,12443
NY-Hurleyville,12747,12747
NY-Hyde Park,12538,12538
NY-Ilion,13357,13357
NY-Indian Lake,12842,12842
NY-Inlet,13360,13360
NY-Interlaken,14847,14847
NY-Inwood,11096,11096
NY-Ionia,14475,14475
NY-Irving,14081,14081
NY-Irvington,10533,10533
NY-Island Park,11558,11558
NY-Islandia,11749,11749
NY-Islip,11751,11751
NY-Islip Terrace,11752,11752
NY-Ithaca,14850,14853
NY-Jackson Heights,11372,11372
NY-Jacksonville,14854,14854
NY-Jamaica,11405,11499
NY-Jamesport,11947,11947
NY-Jamestown,14701,14702
NY-Jamesville,13078,13078
NY-Jasper,14855,14855
NY-Java Center,14082,14082
NY-Java Village,14083,14083
NY-Jay,12941,12941
NY-Jefferson,12093,12093
NY-Jefferson Valley,10535,10535
NY-Jeffersonville,12748,12748
NY-Jericho,11753,11853
NY-Jewett,12444,12444
NY-Johnsburg,12843,12843
NY-Johnson,10933,10933
NY-Johnson City,13790,13790
NY-Johnsonville,12094,12094
NY-Johnstown,12095,12095
NY-Jordan,13080,13080
NY-Jordanville,13361,13361
NY-Kanona,14856,14856
NY-Katonah,10536,10536
NY-Kattskill Bay,12844,12844
NY-Kauneonga Lake,12749,12749
NY-Keene,12942,12942
NY-Keene Valley,12943,12943
NY-Keeseville,12911,12944
NY-Kendall,14476,14476
NY-Kennedy,14747,14747
NY-Kenoza Lake,12750,12750
NY-Kent,14477,14477
NY-Kerhonkson,12446,12446
NY-Keuka Park,14478,14478
NY-Kew Gardens,11415,11415
NY-Kiamesha Lake,12751,12751
NY-Kill Buck,14748,14748
NY-Killawog,13794,13794
NY-Kinderhook,12106,12106
NY-King Ferry,13081,13081
NY-Kings Park,11754,11754
NY-Kingston,12401,12402
NY-Kirkville,13082,13082
NY-Kirkwood,13795,13795
NY-Knowlesville,14479,14479
NY-Knox,12107,12107
NY-Knoxboro,13362,13362
NY-La Fargeville,13656,13656
NY-La Fayette,13084,13084
NY-Lacona,13083,13083
NY-Lagrangeville,12540,12540
NY-Lake Clear,12945,12945
NY-Lake George,12845,12845
NY-Lake Grove,11755,11755
NY-Lake Hill,12448,12448
NY-Lake Huntington,12752,12752
NY-Lake Katrine,12449,12449
NY-Lake Luzerne,12846,12846
NY-Lake Peekskill,10537,10537
NY-Lake Placid,12946,12946
NY-Lake Pleasant,12108,12108
NY-Lake View,14085,14085
NY-Lakemont,14857,14857
NY-Lakeville,14480,14480
NY-Lakewood,14750,14750
NY-Lancaster,14086,14086
NY-Lanesville,12450,12450
NY-Lansing,14882,14882
NY-Larchmont,10538,10538
NY-Latham,12110,12110
NY-Laurel,11948,11948
NY-Laurens,13796,13796
NY-Lawrence,11559,11559
NY-Lawrenceville,12949,12949
NY-Lawtons,14091,14091
NY-Le Roy,14482,14482
NY-Lee Center,13363,13363
NY-Leeds,12451,12451
NY-Leicester,14481,14481
NY-Leon,14751,14751
NY-Leonardsville,13364,13364
NY-Levittown,11756,11756
NY-Lewis,12950,12950
NY-Lewiston,14092,14092
NY-Lexington,12452,12452
NY-Liberty,12754,12754
NY-Lily Dale,14752,14752
NY-Lima,14485,14485
NY-Limerick,13657,13657
NY-Limestone,14753,14753
NY-Lincolndale,10540,10540
NY-Lindenhurst,11757,11757
NY-Lindley,14858,14858
NY-Linwood,14486,14486
NY-Lisbon,13658,13658
NY-Lisle,13797,13797
NY-Little Falls,13365,13365
NY-Little Genesee,14754,14754
NY-Little Neck,11362,11363
NY-Little Valley,14755,14755
NY-Little York,13087,13087
NY-Liverpool,13088,13090
NY-Livingston,12541,12541
NY-Livingston Manor,12758,12758
NY-Livonia,14487,14487
NY-Livonia Center,14488,14488
NY-Loch Sheldrake,12759,12759
NY-Locke,13092,13092
NY-Lockport,14094,14095
NY-Lockwood,14859,14859
NY-Locust Valley,11560,11560
NY-Lodi,14860,14860
NY-Long Beach,11561,11561
NY-Long Eddy,12760,12760
NY-Long Island City,11101,11120
NY-Long Lake,12847,12847
NY-Lorraine,13659,13659
NY-Lowman,14861,14861
NY-Lowville,13367,13367
NY-Lycoming,13093,13093
NY-Lynbrook,11563,11563
NY-Lyndonville,14098,14098
NY-Lyon Mountain,12952,12955
NY-Lyons,14489,14489
NY-Lyons Falls,13368,13368
NY-Macedon,14502,14502
NY-Machias,14101,14101
NY-Madison,13402,13402
NY-Madrid,13660,13660
NY-Mahopac,10541,10541
NY-Mahopac Falls,10542,10542
NY-Maine,13802,13802
NY-Malden Bridge,12115,12115
NY-Malden On Hudson,12453,12453
NY-Mallory,13103,13103
NY-Malone,12953,12953
NY-Malverne,11565,11565
NY-Mamaroneck,10543,10543
NY-Manchester,14504,14504
NY-Manhasset,11030,11030
NY-Manlius,13104,13104
NY-Mannsville,13661,13661
NY-Manorville,11949,11949
NY-Maple Springs,14756,14756
NY-Maple View,13107,13107
NY-Maplecrest,12454,12454
NY-Marathon,13803,13803
NY-Marcellus,13108,13108
NY-Marcy,13403,13403
NY-Margaretville,12455,12455
NY-Marietta,13110,13110
NY-Marilla,14102,14102
NY-Marion,14505,14505
NY-Marlboro,12542,12542
NY-Martinsburg,13404,13404
NY-Martville,13111,13111
NY-Maryknoll,10545,10545
NY-Maryland,12116,12116
NY-Masonville,13804,13804
NY-Maspeth,11378,11378
NY-Massapequa,11758,11758
NY-Massapequa Park,11762,11762
NY-Massena,13662,13662
NY-Mastic,11950,11950
NY-Mastic Beach,11951,11951
NY-Mattituck,11952,11952
NY-Maybrook,12543,12543
NY-Mayfield,12117,12117
NY-Mayville,14757,14757
NY-Mc Connellsville,13401,13401
NY-Mc Donough,13801,13801
NY-Mc Graw,13101,13101
NY-Mc Lean,13102,13102
NY-Mechanicville,12118,12118
NY-Mecklenburg,14863,14863
NY-Medford,11763,11763
NY-Medina,14103,14103
NY-Medusa,12120,12120
NY-Mellenville,12544,12544
NY-Melrose,12121,12121
NY-Melville,11747,11775
NY-Memphis,13112,13112
NY-Mendon,14506,14506
NY-Meridale,13806,13806
NY-Meridian,13113,13113
NY-Merrick,11566,11566
NY-Mexico,13114,13114
NY-Middle Falls,12848,12848
NY-Middle Granville,12849,12849
NY-Middle Grove,12850,12850
NY-Middle Island,11953,11953
NY-Middle Village,11379,11379
NY-Middleburgh,12122,12122
NY-Middleport,14105,14105
NY-Middlesex,14507,14507
NY-Middletown,10940,10941
NY-Middleville,13406,13406
NY-Milford,13807,13807
NY-Mill Neck,11765,11765
NY-Millbrook,12545,12545
NY-Miller Place,11764,11764
NY-Millerton,12546,12546
NY-Millport,14864,14864
NY-Millwood,10546,10546
NY-Milton,12547,12547
NY-Mineola,11501,11501
NY-Minerva,12851,12851
NY-Minetto,13115,13115
NY-Mineville,12956,12956
NY-Minoa,13116,13116
NY-Model City,14107,14107
NY-Modena,12548,12548
NY-Mohawk,13407,13407
NY-Mohegan Lake,10547,10547
NY-Moira,12957,12957
NY-Mongaup Valley,12762,12762
NY-Monroe,10949,10950
NY-Monsey,10952,10952
NY-Montauk,11954,11954
NY-Montezuma,13117,13117
NY-Montgomery,12549,12549
NY-Monticello,12701,12701
NY-Montour Falls,14865,14865
NY-Montrose,10548,10548
NY-Mooers,12958,12958
NY-Mooers Forks,12959,12959
NY-Moravia,13118,13118
NY-Moriah,12960,12960
NY-Moriah Center,12961,12961
NY-Moriches,11955,11955
NY-Morris,13808,13808
NY-Morrisonville,12962,12962
NY-Morristown,13664,13664
NY-Morrisville,13408,13408
NY-Morton,14508,14508
NY-Mottville,13119,13119
NY-Mount Kisco,10549,10549
NY-Mount Marion,12456,12456
NY-Mount Morris,14510,14510
NY-Mount Sinai,11766,11766
NY-Mount Tremper,12457,12457
NY-Mount Upton,13809,13809
NY-Mount Vernon,10550,10553
NY-Mount Vision,13810,13810
NY-Mountain Dale,12763,12763
NY-Mountainville,10953,10953
NY-Mumford,14511,14511
NY-Munnsville,13409,13409
NY-Nanuet,10954,10954
NY-Napanoch,12458,12458
NY-Naples,14512,14512
NY-Narrowsburg,12764,12764
NY-Nassau,12123,12123
NY-Natural Bridge,13665,13665
NY-Nedrow,13120,13120
NY-Nelliston,13410,13410
NY-Nesconset,11767,11767
NY-Neversink,12765,12765
NY-New Baltimore,12124,12124
NY-New Berlin,13411,13411
NY-New City,10956,10956
NY-New Hampton,10958,10958
NY-New Hartford,13413,13413
NY-New Haven,13121,13121
NY-New Hyde Park,11040,11042
NY-New Kingston,12459,12459
NY-New Lebanon,12125,12125
NY-New Lisbon,13415,13415
NY-New Milford,10959,10959
NY-New Paltz,12561,12561
NY-New Rochelle,10801,10805
NY-New Russia,12964,12964
NY-New Suffolk,11956,11956
NY-New Windsor,12553,12553
NY-New Woodstock,13122,13122
NY-New York,10001,10286
NY-New York Mills,13417,13417
NY-Newark,14513,14513
NY-Newark Valley,13811,13811
NY-Newburgh,12550,12555
NY-Newcomb,12852,12879
NY-Newfane,14108,14108
NY-Newfield,14867,14867
NY-Newport,13416,13416
NY-Newton Falls,13666,13666
NY-Newtonville,12128,12128
NY-Niagara Falls,14301,14305
NY-Niagara University,14109,14109
NY-Nichols,13812,13812
NY-Nicholville,12965,12965
NY-Nineveh,13813,13813
NY-Niobe,14758,14758
NY-Niverville,12130,12130
NY-Norfolk,13667,13667
NY-North Babylon,11703,11703
NY-North Bangor,12966,12966
NY-North Bay,13123,13123
NY-North Blenheim,12131,12131
NY-North Boston,14110,14110
NY-North Branch,12766,12766
NY-North Brookfield,13418,13418
NY-North Chatham,12132,12132
NY-North Chili,14514,14514
NY-North Collins,14111,14111
NY-North Creek,12853,12853
NY-North Evans,14112,14112
NY-North Granville,12854,12854
NY-North Greece,14515,14515
NY-North Hoosick,12133,12133
NY-North Hudson,12855,12855
NY-North Java,14113,14113
NY-North Lawrence,12967,12967
NY-North Norwich,13814,13814
NY-North Pitcher,13124,13124
NY-North River,12856,12856
NY-North Rose,14516,14516
NY-North Salem,10560,10560
NY-North Tonawanda,14120,14120
NY-Northport,11768,11768
NY-Northville,12134,12134
NY-Norwich,13815,13815
NY-Norwood,13668,13668
NY-Nunda,14517,14517
NY-Nyack,10960,10960
NY-Oak Hill,12460,12460
NY-Oakdale,11769,11769
NY-Oakfield,14125,14125
NY-Oakland Gardens,11364,11364
NY-Oaks Corners,14518,14518
NY-Obernburg,12767,12767
NY-Ocean Beach,11770,11770
NY-Oceanside,11572,11572
NY-Odessa,14869,14869
NY-Ogdensburg,13669,13669
NY-Olcott,14126,14126
NY-Old Bethpage,11804,11804
NY-Old Chatham,12136,12136
NY-Old Forge,13420,13420
NY-Old Westbury,11568,11568
NY-Olean,14760,14760
NY-Olivebridge,12461,12461
NY-Olmstedville,12857,12857
NY-Oneida,13421,13421
NY-Oneonta,13820,13820
NY-Ontario,14519,14519
NY-Ontario Center,14520,14520
NY-Orangeburg,10962,10962
NY-Orchard Park,14127,14127
NY-Orient,11957,11957
NY-Oriskany,13424,13424
NY-Oriskany Falls,13425,13425
NY-Orwell,13426,13426
NY-Ossining,10562,10562
NY-Oswegatchie,13670,13670
NY-Oswego,13126,13126
NY-Otego,13825,13825
NY-Otisville,10963,10963
NY-Otto,14766,14766
NY-Ouaquaga,13826,13826
NY-Ovid,14521,14521
NY-Owego,13827,13827
NY-Owls Head,12969,12969
NY-Oxbow,13671,13671
NY-Oxford,13830,13830
NY-Oyster Bay,11771,11771
NY-Ozone Park,11416,11417
NY-Painted Post,14870,14870
NY-Palatine Bridge,13428,13428
NY-Palenville,12463,12463
NY-Palisades,10964,10964
NY-Palmyra,14522,14522
NY-Panama,14767,14767
NY-Paradox,12858,12858
NY-Parish,13131,13131
NY-Parishville,13672,13672
NY-Parksville,12768,12768
NY-Patchogue,11772,11772
NY-Patterson,12563,12563
NY-Pattersonville,12137,12137
NY-Paul Smiths,12970,12970
NY-Pavilion,14525,14525
NY-Pawling,12564,12564
NY-Pearl River,10965,10965
NY-Peconic,11958,11958
NY-Peekskill,10566,10566
NY-Pelham,10803,10803
NY-Penfield,14526,14526
NY-Penn Yan,14527,14527
NY-Pennellville,13132,13132
NY-Perkinsville,14529,14529
NY-Perry,14530,14530
NY-Perrysburg,14129,14129
NY-Peru,12972,12972
NY-Peterboro,13134,13134
NY-Petersburg,12138,12138
NY-Phelps,14532,14532
NY-Philadelphia,13673,13673
NY-Phillipsport,12769,12769
NY-Philmont,12565,12565
NY-Phoenicia,12464,12464
NY-Phoenix,13135,13135
NY-Piercefield,12973,12973
NY-Piermont,10968,10968
NY-Pierrepont Manor,13674,13674
NY-Piffard,14533,14533
NY-Pike,14130,14130
NY-Pine Bush,12566,12566
NY-Pine City,14871,14871
NY-Pine Hill,12465,12465
NY-Pine Island,10969,10969
NY-Pine Plains,12567,12567
NY-Pine Valley,14872,14872
NY-Piseco,12139,12139
NY-Pitcher,13136,13136
NY-Pittsford,14534,14534
NY-Plainview,11803,11803
NY-Plainville,13137,13137
NY-Plattekill,12568,12568
NY-Plattsburgh,12901,12903
NY-Pleasant Valley,12569,12569
NY-Pleasantville,10570,10570
NY-Plessis,13675,13675
NY-Plymouth,13832,13832
NY-Poestenkill,12140,12140
NY-Point Lookout,11569,11569
NY-Poland,13431,13431
NY-Pomona,10970,10970
NY-Pompey,13138,13138
NY-Pond Eddy,12770,12770
NY-Poplar Ridge,13139,13139
NY-Port Byron,13140,13140
NY-Port Chester,10573,10573
NY-Port Crane,13833,13833
NY-Port Ewen,12466,12466
NY-Port Gibson,14537,14537
NY-Port Henry,12974,12974
NY-Port Jefferson,11777,11777
NY-Port Jefferson Station,11776,11776
NY-Port Jervis,12771,12771
NY-Port Kent,12975,12975
NY-Port Leyden,13433,13433
NY-Port Washington,11050,11055
NY-Portageville,14536,14536
NY-Porter Corners,12859,12859
NY-Portland,14769,14769
NY-Portlandville,13834,13834
NY-Portville,14770,14770
NY-Potsdam,13676,13699
NY-Pottersville,12860,12860
NY-Poughkeepsie,12601,12604
NY-Poughquag,12570,12570
NY-Pound Ridge,10576,10576
NY-Prattsburgh,14873,14873
NY-Prattsville,12468,12468
NY-Preble,13141,13141
NY-Preston Hollow,12469,12469
NY-Prospect,13435,13435
NY-Pulaski,13142,13142
NY-Pulteney,14874,14874
NY-Pultneyville,14538,14538
NY-Purchase,10577,10577
NY-Purdys,10578,10578
NY-Purling,12470,12470
NY-Putnam Station,12861,12861
NY-Putnam Valley,10579,10579
NY-Pyrites,13677,13677
NY-Quaker Street,12141,12141
NY-Queens Village,11427,11429
NY-Queensbury,12804,12804
NY-Quogue,11959,11959
NY-Rainbow Lake,12976,12976
NY-Randolph,14772,14772
NY-Ransomville,14131,14131
NY-Raquette Lake,13436,13436
NY-Ravena,12143,12143
NY-Ray Brook,12977,12977
NY-Raymondville,13678,13678
