state-city,start_zipcode,end_zipcode
OR-Paulina,97751,97751
OR-Pendleton,97801,97801
OR-Philomath,97370,97370
OR-Phoenix,97535,97535
OR-Pilot Rock,97868,97868
OR-Pleasant Hill,97455,97455
OR-Plush,97637,97637
OR-Port Orford,97465,97465
OR-Portland,97201,97298
OR-Post,97752,97752
OR-Powell Butte,97753,97753
OR-Powers,97466,97466
OR-Prairie City,97869,97869
OR-Princeton,97721,97721
OR-Prineville,97754,97754
OR-Prospect,97536,97536
OR-Rainier,97048,97048
OR-Redmond,97756,97756
OR-Reedsport,97467,97467
OR-Rhododendron,97049,97049
OR-Richland,97870,97870
OR-Rickreall,97371,97371
OR-Riddle,97469,97469
OR-Riley,97758,97758
OR-Riverside,97917,97917
OR-Rockaway Beach,97136,97136
OR-Rogue River,97537,97537
OR-Roseburg,97470,97471
OR-Rufus,97050,97050
OR-Saint Benedict,97373,97373
OR-Saint Helens,97051,97051
OR-Saint Paul,97137,97137
OR-Salem,97301,97317
OR-Sandy,97055,97055
OR-Scappoose,97056,97056
OR-Scio,97374,97374
OR-Scotts Mills,97375,97375
OR-Scottsburg,97473,97473
OR-Seal Rock,97376,97376
OR-Seaside,97138,97138
OR-Selma,97538,97538
OR-Seneca,97873,97873
OR-Shady Cove,97539,97539
OR-Shaniko,97057,97057
OR-Shedd,97377,97377
OR-Sheridan,97378,97378
OR-Sherwood,97140,97140
OR-Siletz,97380,97380
OR-Silver Lake,97638,97638
OR-Silverton,97381,97381
OR-Sisters,97759,97759
OR-Sixes,97476,97476
OR-South Beach,97366,97366
OR-Sprague River,97639,97639
OR-Spray,97874,97874
OR-Springfield,97475,97478
OR-Stanfield,97875,97875
OR-Stayton,97383,97383
OR-Sublimity,97385,97385
OR-Summer Lake,97640,97640
OR-Summerville,97876,97876
OR-Sumpter,97877,97877
OR-Sutherlin,97479,97479
OR-Sweet Home,97386,97386
OR-Swisshome,97480,97480
OR-Talent,97540,97540
OR-Tangent,97389,97389
OR-Tenmile,97481,97481
OR-Terrebonne,97760,97760
OR-The Dalles,97058,97058
OR-Tidewater,97390,97390
OR-Tillamook,97141,97141
OR-Tiller,97484,97484
OR-Timber,97144,97144
OR-Toledo,97391,97391
OR-Tolovana Park,97145,97145
OR-Trail,97541,97541
OR-Troutdale,97060,97060
OR-Tualatin,97062,97062
OR-Turner,97392,97392
OR-Tygh Valley,97063,97063
OR-Ukiah,97880,97880
OR-Umatilla,97882,97882
OR-Umpqua,97486,97486
OR-Union,97883,97883
OR-Unity,97884,97884
OR-Vale,97918,97918
OR-Veneta,97487,97487
OR-Vernonia,97064,97064
OR-Vida,97488,97488
OR-Waldport,97394,97394
OR-Wallowa,97885,97885
OR-Walterville,97489,97489
OR-Walton,97490,97490
OR-Warm Springs,97761,97761
OR-Warren,97053,97053
OR-Warrenton,97146,97146
OR-Wasco,97065,97065
OR-Wedderburn,97491,97491
OR-Welches,97067,97067
OR-West Linn,97068,97068
OR-Westfall,97920,97920
OR-Westfir,97492,97492
OR-Westlake,97493,97493
OR-Weston,97886,97886
OR-Wheeler,97147,97147
OR-White City,97503,97503
OR-Wilbur,97494,97494
OR-Wilderville,97543,97543
OR-Willamina,97396,97396
OR-Williams,97544,97544
OR-Wilsonville,97070,97070
OR-Winchester,97495,97495
OR-Winston,97496,97496
OR-Wolf Creek,97497,97497
OR-Woodburn,97071,97071
OR-Yachats,97498,97498
OR-Yamhill,97148,97148
OR-Yoncalla,97499,97499
PA-Aaronsburg,16820,16820
PA-Abbottstown,17301,17301
PA-Abington,19001,19001
PA-Acme,15610,15610
PA-Acosta,15520,15520
PA-Adah,15410,15410
PA-Adamsburg,15611,15611
PA-Adamstown,19501,19501
PA-Adamsville,16110,16110
PA-Addison,15411,15411
PA-Adrian,16210,16210
PA-Airville,17302,17302
PA-Akron,17501,17501
PA-Alba,16910,16910
PA-Albion,16401,16475
PA-Albrightsville,18210,18210
PA-Alburtis,18011,18011
PA-Aleppo,15310,15310
PA-Alexandria,16611,16611
PA-Aliquippa,15001,15001
PA-Allenport,15412,15412
PA-Allensville,17002,17002
PA-Allentown,18101,18195
PA-Allenwood,17810,17810
PA-Allison,15413,15413
PA-Allison Park,15101,15101
PA-Allport,16821,16821
PA-Altoona,16601,16603
PA-Alum Bank,15521,15521
PA-Alverda,15710,15710
PA-Alverton,15612,15612
PA-Amberson,17210,17210
PA-Ambler,19002,19002
PA-Ambridge,15003,15003
PA-Amity,15311,15311
PA-Analomink,18320,18320
PA-Andreas,18211,18211
PA-Anita,15711,15711
PA-Annville,17003,17003
PA-Antes Fort,17720,17720
PA-Apollo,15613,15613
PA-Aquashicola,18012,18012
PA-Arcadia,15712,15712
PA-Archbald,18403,18403
PA-Ardara,15615,15615
PA-Ardmore,19003,19003
PA-Arendtsville,17303,17303
PA-Aristes,17920,17920
PA-Armagh,15920,15920
PA-Armbrust,15616,15616
PA-Arnot,16911,16911
PA-Arona,15617,15617
PA-Artemas,17211,17211
PA-Ashfield,18212,18212
PA-Ashland,17921,17921
PA-Ashville,16613,16613
PA-Aspers,17304,17304
PA-Aston,19014,19014
PA-Atglen,19310,19310
PA-Athens,18810,18810
PA-Atlantic,16111,16111
PA-Atlasburg,15004,15004
PA-Auburn,17922,17922
PA-Audubon,19407,19407
PA-Aultman,15713,15713
PA-Austin,16720,16720
PA-Avella,15312,15312
PA-Avis,17721,17721
PA-Avondale,19311,19311
PA-Avonmore,15618,15618
PA-Baden,15005,15005
PA-Bainbridge,17502,17502
PA-Bairdford,15006,15006
PA-Bakerstown,15007,15007
PA-Bala Cynwyd,19004,19004
PA-Bally,19503,19503
PA-Bangor,18013,18013
PA-Barnesville,18214,18214
PA-Bart,17503,17503
PA-Barto,19504,19504
PA-Bartonsville,18321,18321
PA-Bath,18014,18014
PA-Bausman,17504,17504
PA-Beach Haven,18601,18601
PA-Beach Lake,18405,18405
PA-Beallsville,15313,15313
PA-Bear Creek,18602,18602
PA-Bear Lake,16402,16402
PA-Beaver,15009,15009
PA-Beaver Falls,15010,15010
PA-Beaver Meadows,18216,18216
PA-Beaver Springs,17812,17843
PA-Beaverdale,15921,15921
PA-Beavertown,17813,17813
PA-Beccaria,16616,16616
PA-Bechtelsville,19505,19505
PA-Bedford,15522,15522
PA-Bedminster,18910,18910
PA-Beech Creek,16822,16822
PA-Belle Vernon,15012,15012
PA-Bellefonte,16823,16823
PA-Belleville,17004,17004
PA-Bellwood,16617,16617
PA-Belsano,15922,15922
PA-Bendersville,17306,17306
PA-Benezett,15821,15821
PA-Bensalem,19020,19020
PA-Bentleyville,15314,15314
PA-Benton,17814,17814
PA-Berlin,15530,15530
PA-Bernville,19506,19506
PA-Berrysburg,17005,17005
PA-Berwick,18603,18603
PA-Berwyn,19312,19312
PA-Bessemer,16112,16112
PA-Bethel,19507,19507
PA-Bethel Park,15102,15102
PA-Bethlehem,18015,18025
PA-Beyer,16211,16211
PA-Big Cove Tannery,17212,17212
PA-Big Run,15715,15715
PA-Bigler,16825,16825
PA-Biglerville,17307,17307
PA-Birchrunville,19421,19421
PA-Bird In Hand,17505,17505
PA-Birdsboro,19508,19508
PA-Black Lick,15716,15716
PA-Blain,17006,17006
PA-Blairs Mills,17213,17213
PA-Blairsville,15717,15717
PA-Blakeslee,18610,18610
PA-Blanchard,16826,16826
PA-Blandburg,16619,16619
PA-Blandon,19510,19510
PA-Blooming Glen,18911,18911
PA-Bloomsburg,17815,17815
PA-Blossburg,16912,16912
PA-Blue Ball,17506,17506
PA-Blue Bell,19422,19424
PA-Blue Ridge Summit,17214,17214
PA-Boalsburg,16827,16827
PA-Bobtown,15315,15315
PA-Boiling Springs,17007,17007
PA-Bolivar,15923,15923
PA-Boswell,15531,15531
PA-Bovard,15619,15619
PA-Bowers,19511,19511
PA-Bowmanstown,18030,18030
PA-Bowmansville,17507,17507
PA-Boyers,16016,16020
PA-Boyertown,19512,19512
PA-Boynton,15532,15532
PA-Brackenridge,15014,15014
PA-Brackney,18812,18812
PA-Braddock,15104,15104
PA-Bradenville,15620,15620
PA-Bradford,16701,16701
PA-Bradfordwoods,15015,15015
PA-Branchdale,17923,17923
PA-Branchton,16021,16021
PA-Brandamore,19316,19316
PA-Brandy Camp,15822,15822
PA-Brave,15316,15316
PA-Breezewood,15533,15533
PA-Breinigsville,18031,18031
PA-Bridgeport,19405,19405
PA-Bridgeville,15017,15017
PA-Brier Hill,15415,15415
PA-Brisbin,16620,16620
PA-Bristol,19007,19007
PA-Broad Top,16621,16621
PA-Brockport,15823,15823
PA-Brockton,17925,17925
PA-Brockway,15824,15824
PA-Brodheadsville,18322,18322
PA-Brogue,17309,17309
PA-Brookhaven,19015,19015
PA-Brooklyn,18813,18813
PA-Brookville,15825,15825
PA-Broomall,19008,19008
PA-Brownfield,15416,15416
PA-Brownstown,17508,17508
PA-Brownsville,15417,15417
PA-Bruin,16022,16022
PA-Brush Valley,15720,15720
PA-Bryn Athyn,19009,19009
PA-Bryn Mawr,19010,19010
PA-Buck Hill Falls,18323,18323
PA-Buckingham,18912,18912
PA-Buena Vista,15018,15018
PA-Buffalo Mills,15534,15534
PA-Bulger,15019,15019
PA-Bunola,15020,15020
PA-Burgettstown,15021,15021
PA-Burlington,18814,18814
PA-Burnham,17009,17009
PA-Burnside,15721,15721
PA-Burnt Cabins,17215,17215
PA-Bushkill,18324,18324
PA-Butler,16001,16003
PA-Byrnedale,15827,15827
PA-Cabot,16023,16023
PA-Cadogan,16212,16212
PA-Cairnbrook,15924,15924
PA-California,15419,15419
PA-Callensburg,16213,16213
PA-Callery,16024,16024
PA-Calumet,15621,15621
PA-Calvin,16622,16622
PA-Cambra,18611,18611
PA-Cambridge Springs,16403,16403
PA-Camp Hill,17001,17089
PA-Campbelltown,17010,17010
PA-Camptown,18815,18815
PA-Canadensis,18325,18325
PA-Canonsburg,15317,15317
PA-Canton,17724,17724
PA-Carbondale,18407,18407
PA-Cardale,15420,15420
PA-Carlisle,17013,17015
PA-Carlton,16311,16311
PA-Carmichaels,15320,15320
PA-Carnegie,15106,15106
PA-Carrolltown,15722,15722
PA-Carversville,18913,18913
PA-Cashtown,17310,17310
PA-Cassandra,15925,15925
PA-Cassville,16623,16623
PA-Castanea,17726,17726
PA-Catasauqua,18032,18032
PA-Catawissa,17820,17820
PA-Cecil,15321,15321
PA-Cedar Run,17727,17727
PA-Cedars,19423,19423
PA-Center Valley,18034,18034
PA-Centerport,19516,19516
PA-Centerville,16404,16404
PA-Central City,15926,15926
PA-Centre Hall,16828,16828
PA-Chadds Ford,19317,19317
PA-Chalfont,18914,18914
PA-Chalk Hill,15421,15421
PA-Chambersburg,17201,17202
PA-Chambersville,15723,15723
PA-Champion,15622,15622
PA-Chandlers Valley,16312,16312
PA-Charleroi,15022,15022
PA-Chatham,19318,19318
PA-Cheltenham,19012,19012
PA-Cherry Tree,15724,15724
PA-Cherryville,18035,18035
PA-Chest Springs,16624,16624
PA-Chester,19013,19016
PA-Chester Heights,19017,19017
PA-Chester Springs,19425,19425
PA-Chestnut Ridge,15422,15422
PA-Cheswick,15024,15024
PA-Cheyney,19319,19319
PA-Chicora,16025,16025
PA-Chinchilla,18410,18410
PA-Christiana,17509,17509
PA-Clairton,15025,15025
PA-Clarence,16829,16829
PA-Clarendon,16313,16313
PA-Claridge,15623,15623
PA-Clarington,15828,15828
PA-Clarion,16214,16214
PA-Clark,16113,16113
PA-Clarks Mills,16114,16114
PA-Clarks Summit,18411,18411
PA-Clarksburg,15725,15725
PA-Clarksville,15322,15322
PA-Claysburg,16625,16625
PA-Claysville,15323,15323
PA-Clearfield,16830,16830
PA-Clearville,15535,15535
PA-Clifford,18413,18413
PA-Clifton Heights,19018,19018
PA-Clinton,15026,15026
PA-Clintonville,16372,16372
PA-Clune,15727,15727
PA-Clymer,15728,15728
PA-Coal Center,15423,15423
PA-Coal Township,17866,17866
PA-Coaldale,18218,18218
PA-Coalport,16627,16627
PA-Coatesville,19320,19320
PA-Coburn,16832,16832
PA-Cochranton,16314,16314
PA-Cochranville,19330,19330
PA-Cocolamus,17014,17014
PA-Codorus,17311,17311
PA-Cogan Station,17728,17728
PA-Cokeburg,15324,15324
PA-Collegeville,19426,19426
PA-Colmar,18915,18915
PA-Columbia,17512,17512
PA-Columbia Cross Roads,16914,16914
PA-Columbus,16405,16405
PA-Colver,15927,15927
PA-Commodore,15729,15729
PA-Concord,17217,17217
PA-Concordville,19331,19340
PA-Conestoga,17516,17516
PA-Confluence,15424,15424
PA-Conneaut Lake,16316,16316
PA-Conneautville,16406,16406
PA-Connellsville,15425,15425
PA-Connoquenessing,16027,16027
PA-Conshohocken,19428,19429
PA-Conway,15027,15027
PA-Conyngham,18219,18219
PA-Cooksburg,16217,16217
PA-Coolspring,15730,15730
PA-Coopersburg,18036,18036
PA-Cooperstown,16317,16317
PA-Coplay,18037,18037
PA-Coral,15731,15731
PA-Coraopolis,15108,15108
PA-Cornwall,17016,17016
PA-Corry,16407,16407
PA-Corsica,15829,15829
PA-Coudersport,16915,16915
PA-Coulters,15028,15028
PA-Coupon,16629,16629
PA-Covington,16917,16917
PA-Cowansville,16218,16218
PA-Crabtree,15624,15624
PA-Craley,17312,17312
PA-Cranberry,16319,16319
PA-Cranberry Township,16066,16066
PA-Cranesville,16410,16410
PA-Creamery,19430,19430
PA-Creekside,15732,15732
PA-Creighton,15030,15030
PA-Crescent,15046,15046
PA-Cresco,18326,18326
PA-Cresson,16630,16699
PA-Cressona,17929,17929
PA-Crosby,16724,16724
PA-Cross Fork,17729,17729
PA-Crown,16220,16220
PA-Croydon,19021,19021
PA-Crucible,15325,15325
PA-Crum Lynne,19022,19022
PA-Crystal Spring,15536,15536
PA-Cuddy,15031,15031
PA-Cumbola,17930,17930
PA-Curllsville,16221,16221
PA-Curryville,16631,16631
PA-Curtisville,15032,15032
PA-Curwensville,16833,16833
PA-Custer City,16725,16725
PA-Cyclone,16726,16726
PA-Dagus Mines,15831,15831
PA-Daisytown,15427,15427
PA-Dallas,18612,18690
PA-Dallastown,17313,17313
PA-Dalmatia,17017,17017
PA-Dalton,18414,18414
PA-Damascus,18415,18415
PA-Danboro,18916,18916
PA-Danielsville,18038,18038
PA-Danville,17821,17822
PA-Darby,19023,19023
PA-Darlington,16115,16115
PA-Darragh,15625,15625
PA-Dauphin,17018,17018
PA-Davidsville,15928,15928
PA-Dawson,15428,15428
PA-Dayton,16222,16222
PA-De Lancey,15733,15733
PA-De Young,16728,16728
PA-Defiance,16633,16633
PA-Delano,18220,18220
PA-Delaware Water Gap,18327,18327
PA-Delmont,15626,15626
PA-Delta,17314,17314
PA-Denbo,15429,15429
PA-Denver,17517,17517
PA-Derrick City,16727,16727
PA-Derry,15627,15627
PA-Devault,19432,19432
PA-Devon,19333,19333
PA-Dewart,17730,17730
PA-Dickerson Run,15430,15430
PA-Dilliner,15327,15327
PA-Dillsburg,17019,17019
PA-Dilltown,15929,15929
PA-Dimock,18816,18816
PA-Dingmans Ferry,18328,18328
PA-Distant,16223,16223
PA-Dixonville,15734,15734
PA-Donegal,15628,15628
PA-Donora,15033,15033
PA-Dornsife,17823,17823
PA-Douglassville,19518,19518
PA-Dover,17315,17315
PA-Downingtown,19335,19335
PA-Doylesburg,17219,17219
PA-Doylestown,18901,18902
PA-Dravosburg,15034,15034
PA-Dresher,19025,19025
PA-Drexel Hill,19026,19026
PA-Drifting,16834,16834
PA-Drifton,18221,18221
PA-Driftwood,15832,15832
PA-Drumore,17518,17518
PA-Drums,18222,18222
PA-Dry Run,17220,17220
PA-Du Bois,15801,15801
PA-Dublin,18917,18917
PA-Dudley,16634,16634
PA-Duke Center,16729,16729
PA-Dunbar,15431,15431
PA-Duncannon,17020,17020
PA-Duncansville,16635,16635
PA-Dunlevy,15432,15432
PA-Dunlo,15930,15930
PA-Duquesne,15110,15110
PA-Durham,18039,18039
PA-Duryea,18642,18642
PA-Dushore,18614,18614
PA-Dysart,16636,16636
PA-Eagles Mere,17731,17731
PA-Eagleville,19408,19415
PA-Earlington,18918,18918
PA-Earlville,19519,19519
PA-East Berlin,17316,17316
PA-East Brady,16028,16028
PA-East Butler,16029,16029
PA-East Earl,17519,17519
PA-East Freedom,16637,16637
PA-East Greenville,18041,18041
PA-East Hickory,16321,16321
PA-East Mc Keesport,15035,15035
PA-East Millsboro,15433,15433
PA-East Petersburg,17520,17520
PA-East Pittsburgh,15112,15112
PA-East Prospect,17317,17317
PA-East Smethport,16730,16730
PA-East Smithfield,18817,18817
PA-East Springfield,16411,16411
PA-East Stroudsburg,18301,18302
PA-East Texas,18046,18046
PA-East Vandergrift,15629,15629
PA-East Waterford,17021,17021
PA-Easton,18040,18045
PA-Eau Claire,16030,16030
PA-Ebensburg,15931,15931
PA-Ebervale,18223,18223
PA-Edgemont,19028,19028
PA-Edinboro,16412,16444
PA-Edinburg,16116,16116
PA-Effort,18330,18330
PA-Eighty Four,15330,15330
PA-Elco,15434,15434
PA-Elderton,15736,15736
PA-Eldred,16731,16731
PA-Elgin,16413,16413
PA-Elizabeth,15037,15037
PA-Elizabethtown,17022,17022
PA-Elizabethville,17023,17023
PA-Elkins Park,19027,19027
PA-Elkland,16920,16920
PA-Elliottsburg,17024,17024
PA-Ellsworth,15331,15331
PA-Ellwood City,16117,16117
PA-Elm,17521,17521
PA-Elmhurst,18416,18416
PA-Elmora,15737,15737
PA-Elrama,15038,15038
PA-Elton,15934,15934
PA-Elverson,19520,19520
PA-Elysburg,17824,17824
PA-Emeigh,15738,15738
PA-Emigsville,17318,17318
PA-Emlenton,16373,16373
PA-Emmaus,18049,18099
PA-Emporium,15834,15834
PA-Endeavor,16322,16322
PA-Enola,17025,17025
PA-Enon Valley,16120,16120
PA-Entriken,16638,16638
PA-Ephrata,17522,17522
PA-Equinunk,18417,18417
PA-Erie,16501,16565
PA-Ernest,15739,15739
PA-Erwinna,18920,18920
PA-Essington,19029,19029
PA-Etters,17319,17319
PA-Evans City,16033,16033
PA-Everett,15537,15537
PA-Everson,15631,15631
PA-Export,15632,15632
PA-Exton,19341,19341
PA-Factoryville,18419,18419
PA-Fairbank,15435,15435
PA-Fairchance,15436,15436
PA-Fairfield,17320,17320
PA-Fairhope,15538,15538
PA-Fairless Hills,19030,19030
PA-Fairmount City,16224,16224
PA-Fairview,16415,16415
PA-Fairview Village,19409,19409
PA-Fallentimber,16639,16639
PA-Falls,18615,18615
PA-Falls Creek,15840,15840
PA-Fannettsburg,17221,17221
PA-Farmington,15437,15437
PA-Farrell,16121,16121
PA-Fawn Grove,17321,17321
PA-Fayette City,15438,15438
PA-Fayetteville,17222,17222
PA-Feasterville Trevose,19053,19053
PA-Felton,17322,17322
PA-Fenelton,16034,16034
PA-Ferndale,18921,18921
PA-Finleyville,15332,15332
PA-Fisher,16225,16225
PA-Fishertown,15539,15539
PA-Fleetville,18420,18420
PA-Fleetwood,19522,19522
PA-Fleming,16835,16835
PA-Flinton,16640,16640
PA-Flourtown,19031,19031
PA-Fogelsville,18051,18051
PA-Folcroft,19032,19032
PA-Folsom,19033,19033
PA-Fombell,16123,16123
PA-Forbes Road,15633,15633
PA-Force,15841,15841
PA-Ford City,16226,16226
PA-Ford Cliff,16228,16228
PA-Forest City,18421,18421
PA-Forest Grove,18922,18922
PA-Forestville,16035,16035
PA-Forksville,18616,18616
PA-Fort Hill,15540,15540
PA-Fort Littleton,17223,17223
PA-Fort Loudon,17224,17224
PA-Fort Washington,19034,19034
PA-Fountainville,18923,18923
PA-Foxburg,16036,16036
PA-Frackville,17931,17932
PA-Franconia,18924,18924
PA-Franklin,16323,16323
PA-Franklintown,17323,17323
PA-Frederick,19435,19435
PA-Fredericksburg,17026,17026
PA-Fredericktown,15333,15333
PA-Fredonia,16124,16124
PA-Freeburg,17827,17827
PA-Freedom,15042,15042
PA-Freeland,18224,18224
PA-Freeport,16229,16229
PA-Frenchville,16836,16836
PA-Friedens,15541,15541
PA-Friedensburg,17933,17933
PA-Friendsville,18818,18818
PA-Fryburg,16326,16326
PA-Furlong,18925,18925
PA-Gaines,16921,16921
PA-Galeton,16922,16922
PA-Gallitzin,16641,16641
PA-Gans,15439,15439
PA-Gap,17527,17527
PA-Garards Fort,15334,15334
PA-Gardners,17324,17324
PA-Garland,16416,16416
PA-Garnet Valley,19060,19060
PA-Garrett,15542,15542
PA-Gastonville,15336,15336
PA-Geigertown,19523,19523
PA-Genesee,16923,16941
PA-Georgetown,15043,15043
PA-Germansville,18053,18053
PA-Gettysburg,17325,17325
PA-Gibbon Glade,15440,15440
PA-Gibson,18820,18820
PA-Gibsonia,15044,15044
PA-Gifford,16732,16732
PA-Gilbert,18331,18331
PA-Gilberton,17934,17934
PA-Gilbertsville,19525,19525
PA-Gillett,16925,16925
PA-Gipsy,15741,15741
PA-Girard,16417,16417
PA-Girardville,17935,17935
PA-Gladwyne,19035,19035
PA-Glasgow,16644,16644
PA-Glassport,15045,15045
PA-Glen Campbell,15742,15742
PA-Glen Hope,16645,16645
PA-Glen Lyon,18617,18617
PA-Glen Mills,19342,19342
PA-Glen Richey,16837,16837
PA-Glen Riddle Lima,19037,19037
PA-Glen Rock,17327,17327
PA-Glenmoore,19343,19343
PA-Glenolden,19036,19036
PA-Glenshaw,15116,15116
PA-Glenside,19038,19038
PA-Glenville,17329,17329
PA-Goodville,17528,17528
PA-Gordon,17936,17936
PA-Gordonville,17529,17529
PA-Gouldsboro,18424,18424
PA-Gradyville,19039,19039
PA-Grampian,16838,16838
PA-Grand Valley,16420,16420
PA-Grantham,17027,17027
PA-Grantville,17028,17028
PA-Granville,17029,17029
PA-Granville Summit,16926,16926
PA-Grapeville,15634,15634
PA-Grassflat,16839,16839
PA-Gratz,17030,17030
PA-Gray,15544,15544
PA-Graysville,15337,15337
PA-Great Bend,18821,18821
PA-Greeley,18425,18425
PA-Green Lane,18054,18054
PA-Greencastle,17225,17225
PA-Greenock,15047,15047
PA-Greensboro,15338,15338
PA-Greensburg,15601,15606
PA-Greentown,18426,18426
PA-Greenville,16125,16125
PA-Grindstone,15442,15442
PA-Grove City,16127,16127
PA-Grover,17735,17735
PA-Guys Mills,16327,16327
PA-Gwynedd,19436,19436
PA-Gwynedd Valley,19437,19437
PA-Hadley,16130,16130
PA-Halifax,17032,17032
PA-Hallstead,18822,18822
PA-Hamburg,19526,19526
PA-Hamilton,15744,15744
PA-Hamlin,18427,18427
PA-Hannastown,15635,15635
PA-Hanover,17331,17335
PA-Harborcreek,16421,16421
PA-Harford,18823,18823
PA-Harleigh,18225,18225
PA-Harleysville,19438,19441
PA-Harmonsburg,16422,16422
PA-Harmony,16037,16037
PA-Harrisburg,17101,17177
PA-Harrison City,15636,15636
PA-Harrison Valley,16927,16927
PA-Harrisonville,17228,17228
PA-Harrisville,16038,16038
PA-Hartleton,17829,17829
PA-Hartstown,16131,16131
PA-Harveys Lake,18618,18618
PA-Harwick,15049,15049
PA-Hastings,16646,16646
PA-Hatboro,19040,19040
PA-Hatfield,19440,19440
PA-Haverford,19041,19041
PA-Havertown,19083,19083
PA-Hawk Run,16840,16840
PA-Hawley,18428,18428
PA-Hawthorn,16230,16230
PA-Hazel Hurst,16733,16733
PA-Hazleton,18201,18202
PA-Hegins,17938,17938
PA-Heilwood,15745,15745
PA-Hellertown,18055,18055
PA-Hendersonville,15339,15339
PA-Henryville,18332,18332
PA-Hereford,18056,18056
PA-Herman,16039,16039
PA-Herminie,15637,15637
PA-Hermitage,16148,16148
PA-Herndon,17830,17830
PA-Herrick Center,18430,18430
PA-Hershey,17033,17033
PA-Hesston,16647,16647
PA-Hibbs,15443,15443
PA-Hickory,15340,15340
PA-Hidden Valley,15502,15502
PA-Highspire,17034,17034
PA-Hiller,15444,15444
PA-Hilliards,16040,16040
PA-Hillsdale,15746,15746
PA-Hillsgrove,18619,18619
PA-Hillsville,16132,16132
PA-Hilltown,18927,18927
PA-Holbrook,15341,15341
PA-Holicong,18928,18928
PA-Hollidaysburg,16648,16648
PA-Hollsopple,15935,15935
PA-Holmes,19043,19098
PA-Holtwood,17532,17532
PA-Home,15747,15747
PA-Homer City,15748,15748
PA-Homestead,15120,15120
PA-Honesdale,18431,18431
PA-Honey Brook,19344,19344
PA-Honey Grove,17035,17035
PA-Hookstown,15050,15050
PA-Hooversville,15936,15936
PA-Hop Bottom,18824,18824
PA-Hopeland,17533,17533
PA-Hopewell,16650,16650
PA-Hopwood,15445,15445
PA-Horsham,19044,19044
PA-Hostetter,15638,15638
PA-Houston,15342,15342
PA-Houtzdale,16651,16698
PA-Howard,16841,16841
PA-Hughesville,17737,17737
PA-Hummels Wharf,17831,17831
PA-Hummelstown,17036,17036
PA-Hunker,15639,15639
PA-Hunlock Creek,18621,18621
PA-Huntingdon,16652,16654
PA-Huntingdon Valley,19006,19006
PA-Huntington Mills,18622,18622
PA-Hustontown,17229,17229
PA-Hutchinson,15640,15640
PA-Hyde,16843,16843
PA-Hyde Park,15641,15641
PA-Hydetown,16328,16328
PA-Hyndman,15545,15545
PA-Ickesburg,17037,17037
PA-Idaville,17337,17337
PA-Imler,16655,16655
PA-Immaculata,19345,19345
PA-Imperial,15126,15126
PA-Indian Head,15446,15446
PA-Indiana,15701,15705
PA-Indianola,15051,15051
PA-Industry,15052,15052
PA-Ingomar,15127,15127
PA-Intercourse,17534,17534
PA-Irvine,16329,16369
PA-Irvona,16656,16656
PA-Irwin,15642,15642
PA-Isabella,15447,15447
PA-Jackson,18825,18825
PA-Jackson Center,16133,16133
PA-Jacobs Creek,15448,15448
PA-James City,16734,16734
PA-James Creek,16657,16657
PA-Jamestown,16134,16134
PA-Jamison,18929,18929
PA-Jeannette,15644,15644
PA-Jefferson,15344,15344
PA-Jenkintown,19046,19046
PA-Jenners,15546,15546
PA-Jennerstown,15547,15547
PA-Jermyn,18433,18433
PA-Jerome,15937,15937
PA-Jersey Mills,17739,17739
PA-Jersey Shore,17723,17740
PA-Jessup,18434,18434
PA-Jim Thorpe,18229,18229
PA-Joffre,15053,15053
PA-Johnsonburg,15845,15845
PA-Johnstown,15901,15915
PA-Jones Mills,15646,15646
PA-Jonestown,17038,17038
PA-Josephine,15750,15750
